user_id;posted;item_id;recommend;review
CatsWhale;2014;107410;True;2
CatsWhale;2014;206210;True;2
76561198073784601;2015;221100;True;2
76561198073784601;No data;299740;False;0
76561198027947401;No data;322170;True;2
76561198027947401;No data;304050;True;2
Bluezap1;2015;440;True;2
Bluezap1;2015;730;True;2
Bluezap1;2015;362890;True;2
Bluezap1;2015;413850;True;1
Lord_Exploit;2015;311560;True;2
Lord_Exploit;2015;322170;True;2
AVATAR715;2014;48240;False;0
AVATAR715;2015;440;True;2
AVATAR715;2014;248570;True;0
AVATAR715;2014;264140;True;2
AVATAR715;2014;4000;True;2
AVATAR715;2015;266430;True;2
AVATAR715;2015;316010;True;2
AVATAR715;2014;249570;True;2
A-Very-Sly-Person;2015;304930;True;1
A-Very-Sly-Person;2014;440;True;1
76561198211054671;No data;730;True;1
76561198211054671;No data;333930;True;0
76561197994493402;No data;365590;True;2
76561197994493402;2015;264200;True;2
76561197994493402;2014;440;True;2
97396295;2014;301520;True;2
97396295;2014;243870;True;2
97396295;2014;218230;False;2
97396295;No data;291550;False;0
76561198126640317;2015;251570;True;2
76561198126640317;2015;221100;True;2
76561198126640317;2015;316010;True;2
76561198126640317;2015;218230;True;0
76561198126640317;2015;333930;True;2
76561198126640317;2015;222880;True;2
76561198126640317;2015;730;True;2
DemonicWolvz;2015;55230;True;2
DemonicWolvz;2015;232090;True;2
DemonicWolvz;2015;4000;True;0
DemonicWolvz;2014;206420;True;2
DemonicWolvz;2014;224260;True;2
DemonicWolvz;2013;550;True;2
DieMadchenschanderin;2015;346110;True;2
DieMadchenschanderin;2015;380770;False;2
DieMadchenschanderin;No data;454890;True;0
DieMadchenschanderin;2013;227680;False;2
DieMadchenschanderin;2015;346110;True;2
DieMadchenschanderin;2015;380770;False;2
DieMadchenschanderin;No data;454890;True;0
DieMadchenschanderin;2013;227680;False;2
DieMadchenschanderin;2015;346110;True;2
DieMadchenschanderin;2015;380770;False;2
DieMadchenschanderin;No data;454890;True;0
DieMadchenschanderin;2013;227680;False;2
DieMadchenschanderin;2015;346110;True;2
DieMadchenschanderin;2015;380770;False;2
DieMadchenschanderin;No data;454890;True;0
DieMadchenschanderin;2013;227680;False;2
GGargula;No data;570;False;1
GGargula;2015;233250;True;1
getf0kinn0sc0pedm9;2015;730;True;2
getf0kinn0sc0pedm9;No data;440;False;0
Magjiikal;2015;370480;True;2
Magjiikal;2015;313740;True;2
ohnospaghet;2014;1840;True;2
ohnospaghet;2014;440;True;2
ohnospaghet;2015;266210;True;2
ohnospaghet;No data;369200;True;1
ohnospaghet;No data;252490;False;0
ohnospaghet;2015;264200;True;2
2768820078;2015;287700;True;1
2768820078;No data;730;False;1
2768820078;No data;310950;True;1
2768820078;2015;377160;True;1
2768820078;2015;221380;True;1
2768820078;2015;333950;True;1
2768820078;2015;222420;False;1
2768820078;2015;271590;True;1
2768820078;2015;298110;True;1
2768820078;2015;222440;True;1
76561198056392326;No data;259530;True;1
76561198056392326;No data;219640;False;1
76561198056392326;No data;269210;False;1
2d4nk4m3;2014;317470;False;0
2d4nk4m3;2014;47410;True;2
EizanAratoFujimaki;2015;70;True;1
EizanAratoFujimaki;No data;359550;False;1
TeCool;2014;274980;True;2
TeCool;2014;202090;True;2
TeCool;2015;339280;True;2
TeCool;2015;314130;False;0
2xDelorean;2015;570;True;2
2xDelorean;2013;212680;True;2
2xDelorean;2013;200210;True;2
2xDelorean;2011;440;True;2
washington_;No data;440;False;2
washington_;No data;4000;True;2
washington_;No data;211820;True;1
washington_;No data;10180;True;2
washington_;No data;252490;True;1
washington_;2015;417860;True;2
76561198088944293;No data;359550;True;2
76561198088944293;No data;107410;True;2
76561198088944293;No data;218230;False;1
76561198088944293;No data;437701;False;2
76561198088944293;2014;304930;True;1
76561198092540221;2015;400;True;2
76561198092540221;2015;620;True;2
76561198092540221;2015;238460;True;2
76561198092540221;2015;6060;True;2
76561198092540221;2014;440;True;2
Pyromanic;2013;31280;True;2
Pyromanic;2013;4000;True;2
Pyromanic;2013;240;True;2
WitchHunter4542;2014;304930;True;2
WitchHunter4542;2015;237310;True;1
WitchHunter4542;2014;224260;True;0
pwrt;2015;230410;True;2
pwrt;2014;440;True;2
76561198043458582;2015;105600;True;2
76561198043458582;2015;221100;True;2
76561198043458582;2015;107410;True;2
76561198043458582;2014;231430;True;2
killbunny38;2015;570;True;2
killbunny38;2015;333930;False;1
1337lolroflmao;2015;271590;True;1
1337lolroflmao;2014;218620;True;0
1337lolroflmao;2013;219740;True;0
1337lolroflmao;2013;7940;True;2
1337lolroflmao;2014;234190;True;2
1337lolroflmao;2013;10180;True;2
1337lolroflmao;2013;33900;True;2
1337lolroflmao;2015;261030;True;2
1337lolroflmao;2014;243470;True;2
OzfurAtlas;No data;218620;False;2
OzfurAtlas;No data;4700;True;0
OzfurAtlas;2013;212680;True;0
76561198065593074;2015;304930;False;0
76561198065593074;No data;730;False;0
76561198065593074;2015;304050;True;2
76561198065593074;2014;203750;True;2
76561198044169764;2015;227940;False;2
76561198044169764;2015;355180;False;0
76561198044169764;No data;730;True;0
76561198044169764;2015;4000;True;1
76561198074935997;No data;221100;False;2
76561198074935997;No data;365590;False;1
76561198074935997;No data;299740;True;2
76561198074935997;No data;346110;False;2
76561198074935997;No data;275850;False;2
76561198074935997;No data;400800;False;2
76561198074935997;No data;252490;False;2
76561198074935997;No data;437220;False;2
76561198016602703;No data;301520;False;0
76561198016602703;No data;433340;True;2
76561198061174192;2014;220200;True;2
76561198061174192;2014;242760;True;2
76561198084390807;2015;234792;True;1
76561198084390807;2014;252490;True;2
Mastic;2015;304050;False;0
Mastic;No data;297130;True;2
Mastic;No data;397570;True;0
Mastic;2014;550;True;2
Mastic;2014;206420;True;2
Mastic;No data;278360;False;2
tarjla;No data;242760;True;2
tarjla;2014;304930;True;2
tarjla;No data;441790;True;2
tarjla;2015;265750;True;2
tarjla;2014;252490;True;2
tarjla;2013;4000;True;2
tarjla;2013;211820;True;2
tarjla;2013;105600;True;2
tarjla;No data;251570;True;2
tarjla;2014;730;True;2
deathnz1;No data;233110;False;0
deathnz1;No data;322910;False;2
deathnz1;2014;276340;True;2
redsncrimson;No data;448530;True;2
redsncrimson;No data;304410;True;2
redsncrimson;No data;620;True;2
redsncrimson;2014;274920;True;2
redsncrimson;2013;211820;True;2
redsncrimson;No data;219890;True;2
redsncrimson;2013;49520;True;2
redsncrimson;2013;223510;True;2
redsncrimson;2012;440;True;2
H1DD3NT3RR0R;2014;240;True;2
H1DD3NT3RR0R;2014;105600;True;2
H1DD3NT3RR0R;2013;204300;True;2
H1DD3NT3RR0R;2014;730;True;2
H1DD3NT3RR0R;2015;440;False;2
H1DD3NT3RR0R;2014;570;True;2
76561198071175142;2015;570;True;1
76561198071175142;2015;271590;True;2
t8s;2015;360870;True;2
t8s;2015;730;True;2
pikawuu2;No data;230410;True;1
pikawuu2;2013;12900;True;2
Michaelele;2014;6060;True;2
Michaelele;2014;730;True;2
Michaelele;2014;107410;True;2
Michaelele;2014;304930;True;2
76561198048417105;2015;271590;True;2
76561198048417105;2015;730;True;2
76561198048417105;No data;244160;True;2
76561198048417105;No data;270880;True;2
jjas01;2014;208812;False;2
jjas01;2015;218620;False;2
jjas01;2013;243120;True;2
jjas01;2015;234140;True;1
jjas01;2014;204450;True;2
jjas01;2014;225260;True;2
jjas01;2013;50300;True;2
jjas01;2014;201810;True;2
jjas01;No data;212630;False;0
jjas01;No data;427820;False;2
3xotic26;2014;500;True;2
3xotic26;2014;440;True;2
3xotic26;2014;49520;True;2
3xotic26;2013;550;True;2
iamthetrashlord;2015;206420;True;2
iamthetrashlord;2014;213670;True;2
Forty-Nine;2014;221100;True;0
Forty-Nine;No data;376300;False;2
76561198051017916;2015;351040;True;1
76561198051017916;2014;250600;True;1
L4M1NAS;No data;227940;True;2
L4M1NAS;No data;437220;True;2
L4M1NAS;2015;221100;True;2
L4M1NAS;No data;227940;True;2
L4M1NAS;No data;437220;True;2
L4M1NAS;2015;221100;True;2
L4M1NAS;No data;227940;True;2
L4M1NAS;No data;437220;True;2
L4M1NAS;2015;221100;True;2
L4M1NAS;No data;227940;True;2
L4M1NAS;No data;437220;True;2
L4M1NAS;2015;221100;True;2
76561198084542731;2015;206420;True;1
76561198084542731;2014;47790;True;2
mrpfresh;No data;236110;True;0
mrpfresh;2015;346110;True;0
mrpfresh;No data;232790;True;2
GamerFag;2012;440;True;2
GamerFag;2011;70;True;0
GamerFag;2011;420;True;1
GamerFag;2011;380;True;2
GamerFag;2011;220;True;2
GamerFag;2010;1250;True;2
EHS-R3AP3R;2015;339230;False;0
EHS-R3AP3R;2015;349700;True;2
EHS-R3AP3R;2013;226700;True;2
EHS-R3AP3R;2013;209160;True;2
chidori_647;2013;219990;True;2
chidori_647;2014;213670;True;2
chidori_647;2013;21100;False;0
chidori_647;2013;8190;True;2
chidori_647;2013;215470;False;0
76561198092227136;2014;730;True;2
76561198092227136;2014;1250;True;1
Allahu_Akbar666;2015;230410;True;2
Allahu_Akbar666;2014;304930;False;0
ulramite;2014;290020;True;2
ulramite;2014;248860;True;0
ulramite;No data;211820;True;2
-GM-Dragon;2014;226700;False;0
-GM-Dragon;2015;244850;True;2
76561198078799606;2015;370240;False;0
76561198078799606;2015;730;True;2
76561198078799606;2014;233450;True;2
I_DID_911_JUST_SAYING;No data;214420;True;2
I_DID_911_JUST_SAYING;No data;365670;True;2
I_DID_911_JUST_SAYING;No data;440;True;2
I_DID_911_JUST_SAYING;No data;4000;True;2
I_DID_911_JUST_SAYING;2013;221260;True;0
750805;No data;369070;False;0
750805;No data;91310;False;0
diabeticfuck;2015;218620;True;2
diabeticfuck;2015;419070;True;1
diabeticfuck;2015;333930;False;0
diabeticfuck;2015;287700;True;1
76561198054465623;2015;302830;False;1
76561198054465623;2014;24240;True;2
76561198054465623;2015;39800;True;1
76561198054465623;2014;250600;True;0
76561198054465623;2015;105600;True;0
76561198054465623;2014;113020;True;2
aaropro;2014;440;True;2
aaropro;No data;221100;True;2
FrankoWalker;2015;310370;True;2
FrankoWalker;2014;260410;True;1
FrankoWalker;2014;236390;True;0
LightfootSword7;2015;221100;False;2
LightfootSword7;No data;383870;True;2
SALTTHEW0UND;2015;248820;True;1
SALTTHEW0UND;2014;730;True;2
SALTTHEW0UND;2014;550;True;2
SALTTHEW0UND;2014;204030;True;2
SALTTHEW0UND;2013;440;True;2
SALTTHEW0UND;2015;383080;True;2
76561198074644990;2015;242760;True;1
76561198074644990;2015;207230;True;2
76561198074644990;2013;9180;False;0
TomoeMamiewe;2014;10150;True;1
TomoeMamiewe;No data;4000;True;1
Acidius99;2014;218620;True;2
Acidius99;No data;292030;True;2
Acidius99;No data;261640;True;2
Acidius99;2014;220240;True;2
Acidius99;2015;271290;False;0
acorn13;2014;313740;True;2
acorn13;2012;34330;True;0
acorn13;2015;271590;True;2
AddzyTheBaddzy;2015;291550;True;2
AddzyTheBaddzy;2013;259080;True;2
mrfunkyjunkie;2014;233250;True;2
mrfunkyjunkie;2014;256350;True;2
mrfunkyjunkie;2015;249380;True;2
76561198167207237;No data;337320;True;1
76561198167207237;2015;391540;True;0
76561198167207237;2015;265930;True;1
76561198167207237;2015;620;True;2
76561198073508075;2014;10090;True;2
76561198073508075;No data;251570;True;0
76561198073508075;2014;218680;True;2
76561198074323290;No data;252490;False;2
76561198074323290;No data;251060;False;1
advenger95;2015;22370;True;2
advenger95;2015;307690;True;2
advenger95;2015;72850;True;0
Agronoth;2014;244850;True;2
Agronoth;2015;221640;True;2
Agronoth;2015;104900;True;2
Agronoth;2015;105600;True;2
Agronoth;2015;9450;False;2
UnholyFallenAngel;2014;262410;True;2
UnholyFallenAngel;2015;222940;True;2
UnholyFallenAngel;2014;221040;True;1
76561198068565589;2014;221100;True;1
76561198068565589;2015;286570;True;2
76561198068565589;2014;263440;False;2
NaruseAiria;2014;317360;True;2
NaruseAiria;2014;108600;True;0
NaruseAiria;2013;259080;True;2
NaruseAiria;2013;208520;True;2
NaruseAiria;2014;317360;True;2
NaruseAiria;2014;108600;True;0
NaruseAiria;2013;259080;True;2
NaruseAiria;2013;208520;True;2
NaruseAiria;2014;317360;True;2
NaruseAiria;2014;108600;True;0
NaruseAiria;2013;259080;True;2
NaruseAiria;2013;208520;True;2
NaruseAiria;2014;317360;True;2
NaruseAiria;2014;108600;True;0
NaruseAiria;2013;259080;True;2
NaruseAiria;2013;208520;True;2
76561198067713802;2015;239660;True;2
76561198067713802;2015;304930;True;2
76561198044678148;No data;495890;True;1
76561198044678148;No data;472680;True;2
alansiulun;2014;295270;True;2
alansiulun;2015;265930;True;2
Albolah;2015;283920;True;0
Albolah;2015;440;True;2
Albolah;2015;294650;True;2
76561198003056556;No data;432020;False;2
76561198003056556;2014;233720;True;2
maxpaynepillkiller;No data;319630;True;2
maxpaynepillkiller;2015;12120;True;1
maxpaynepillkiller;No data;241930;True;2
maxpaynepillkiller;No data;428690;True;2
maxpaynepillkiller;2015;55230;True;2
maxpaynepillkiller;No data;243470;False;0
AlkalineDeath;2015;228280;True;2
AlkalineDeath;2014;240760;True;2
76561198075935236;2015;226700;True;2
76561198075935236;2015;250900;True;2
AlpacaRevolution;No data;9900;True;2
AlpacaRevolution;2014;212680;True;2
AlpacaRevolution;2015;346110;False;1
76561198071952798;No data;381210;True;0
76561198071952798;No data;265930;False;0
76561198071952798;No data;218620;True;2
76561198071952798;2013;205100;True;2
76561198016753953;2014;271290;True;2
76561198016753953;2014;570;True;1
smegmyfoodle;2015;346010;True;2
smegmyfoodle;2015;239250;True;2
lol_ursuchanoob;2014;218620;True;0
lol_ursuchanoob;2014;12210;True;2
lol_ursuchanoob;2014;220240;True;0
lol_ursuchanoob;2014;17300;True;2
AMV72;2013;206440;True;2
AMV72;2012;209100;False;2
AMV72;2013;209000;True;2
AMV72;2013;218060;True;2
AMV72;2012;24240;True;1
76561198085956238;No data;224540;False;0
76561198085956238;No data;242860;False;0
76561198085956238;No data;47410;True;2
76561198085956238;No data;34330;False;0
76561198132540690;2015;730;True;0
76561198132540690;2015;220200;True;1
711armageddoncarmageddon;2015;113020;True;1
711armageddoncarmageddon;2015;105600;True;2
711armageddoncarmageddon;2015;9480;True;2
76561198069560699;2013;550;True;2
76561198069560699;2013;259080;True;2
76561198069560699;2013;72850;True;2
76561198069560699;2014;8870;True;2
76561198099625419;2014;230410;True;1
76561198099625419;2014;200260;True;1
76561198099625419;2013;19900;True;2
76561198099625419;2013;241540;True;1
76561198099625419;2013;220;True;1
76561198084032274;2014;227940;False;0
76561198084032274;2014;236390;False;2
Angrovar;2014;17390;True;2
Angrovar;2015;359320;True;1
AngryAinsley;2015;317360;True;2
AngryAinsley;2015;253030;True;2
AngryAinsley;2015;295110;True;2
AngryAinsley;2015;264710;True;2
uradumbtit;2014;274310;True;2
uradumbtit;2014;4000;True;2
ApexNZ;2014;221640;True;2
ApexNZ;2014;202170;True;2
ApexNZ;2014;49520;True;0
ApexNZ;2014;245490;True;2
ApexNZ;2015;313120;True;2
76561198039441595;2014;113020;False;1
76561198039441595;2015;319510;False;0
76561198039441595;2014;20;False;0
76561198039441595;2014;209080;False;2
76561198039441595;2014;223470;False;2
76561198039441595;2015;417860;True;1
76561198039441595;2015;269250;True;2
76561198039441595;2014;313740;False;0
76561198039441595;2014;8190;True;0
benjamin27;2015;730;True;1
benjamin27;2014;244850;True;2
AppoGetsSuperAdmin;2015;212500;True;1
AppoGetsSuperAdmin;2015;570;False;2
AppoGetsSuperAdmin;2015;104900;True;1
76561198049916759;2015;219990;True;2
76561198049916759;2015;293260;True;2
XABLAUziitu;2015;214420;False;2
XABLAUziitu;2015;105600;True;1
XABLAUziitu;2013;440;True;1
XABLAUziitu;2013;200210;True;1
76561198040530605;No data;270210;True;2
76561198040530605;No data;386070;True;2
76561198040530605;No data;8930;True;2
76561198040530605;No data;330830;True;2
76561198040530605;2014;218230;True;2
76561198040530605;2014;104900;True;2
76561198040530605;2014;440;True;2
76561198040530605;2011;240;True;2
76561197974500703;2012;8980;True;2
76561197974500703;2012;31270;True;2
76561197974500703;2012;113200;True;2
76561197974500703;2012;8190;True;2
76561197974500703;2012;43000;True;2
76561197974500703;2011;18700;False;0
76561197974500703;2011;98800;True;0
76561197974500703;2011;107100;True;2
76561197974500703;2010;630;True;2
76561197974500703;2010;57300;True;0
76561198047185525;2014;213670;True;2
76561198047185525;2014;218620;True;2
76561198047185525;2013;226620;True;1
bilyitu;2014;570;True;1
bilyitu;2014;730;True;1
armouredmarshmallow;No data;33230;True;2
armouredmarshmallow;No data;239200;True;2
armouredmarshmallow;2015;440;True;0
armouredmarshmallow;2015;346900;True;2
armouredmarshmallow;No data;363970;True;2
armouredmarshmallow;No data;65790;True;2
armouredmarshmallow;No data;72850;True;2
armouredmarshmallow;No data;57300;True;2
armouredmarshmallow;No data;230410;True;2
armouredmarshmallow;2015;630;True;2
Array71;2014;8500;False;0
Array71;2014;244850;True;2
Mackus1011;2013;211820;True;2
Mackus1011;2015;380600;True;2
Mackus1011;2015;22380;True;2
Mackus1011;2014;252490;True;0
76561198041877981;2014;2450;False;1
76561198041877981;2014;241540;True;2
darkmassieh;No data;47780;True;2
darkmassieh;No data;377160;True;1
darkmassieh;No data;4000;True;2
darkmassieh;2015;107410;True;1
darkmassieh;2015;230190;True;1
darkmassieh;No data;435881;True;2
darkmassieh;No data;490650;True;2
darkmassieh;2015;391270;True;2
darkmassieh;2015;301520;True;2
darkmassieh;2015;227680;False;2
asianturtlefrenzy;2015;246420;True;2
asianturtlefrenzy;2015;289130;True;2
asianturtlefrenzy;2015;234630;True;2
asianturtlefrenzy;No data;253030;True;2
asianturtlefrenzy;2015;249050;True;2
asianturtlefrenzy;2015;418340;True;2
asianturtlefrenzy;2015;223850;True;2
asianturtlefrenzy;2015;263020;True;2
asianturtlefrenzy;2015;287980;True;2
asianturtlefrenzy;2014;245550;True;2
blowjobsfurdayzandgayz;2015;570;True;1
blowjobsfurdayzandgayz;No data;304050;False;0
blowjobsfurdayzandgayz;2015;417860;True;2
blowjobsfurdayzandgayz;2015;96100;False;2
76561198082992295;2014;4000;True;1
76561198082992295;2014;570;True;2
76561198082992295;2014;440;True;2
76561198082992295;No data;230410;True;2
assassin_warman;No data;257850;True;2
assassin_warman;2015;72850;True;0
assassin_warman;2015;105600;True;1
assassin_warman;2015;219150;True;2
assassin_warman;No data;204450;True;1
assassin_warman;No data;239140;True;2
assassin_warman;No data;322500;False;2
assassin_warman;2015;218620;True;2
assassin_warman;2015;440;True;2
Astrelt;2015;385770;True;2
Astrelt;2014;252630;True;2
Astrelt;2014;212200;True;2
Astrelt;2014;218680;True;2
Astrelt;2015;230410;True;2
Astrelt;2015;4000;True;2
Astrelt;2015;346900;True;2
Astrelt;2012;440;True;2
Astrelt;2015;387860;True;2
Astrelt;2015;221640;True;0
omgihaveawebpage;No data;630;True;2
omgihaveawebpage;No data;223470;True;2
omgihaveawebpage;No data;253430;True;2
omgihaveawebpage;No data;620;True;2
omgihaveawebpage;No data;4000;True;2
omgihaveawebpage;No data;440;True;2
omgihaveawebpage;No data;730;True;2
Swish0009;2014;218620;True;2
Swish0009;2014;203160;True;2
Swish0009;2014;230410;True;2
Swish0009;2014;219640;True;2
Swish0009;2014;213850;True;1
Aurora99;2014;72850;True;1
Aurora99;2014;730;True;1
Aurora99;2015;105600;True;2
Aurora99;2014;550;True;1
Aurora99;2015;369580;True;2
Aurora99;2015;282440;False;1
Aurora99;2014;1250;True;1
Aurora99;2014;440;True;1
Aurora99;2014;8400;True;1
76561198083375450;2015;225640;True;2
76561198083375450;2014;113420;True;2
76561198083375450;2014;226700;False;0
76561198083375450;2015;377160;True;2
76561198083375450;2015;421770;False;0
76561198083375450;2015;239220;True;1
76561198083375450;2014;224600;True;1
auzmoz;No data;17100;True;2
auzmoz;2014;243870;True;2
auzmoz;No data;223750;True;2
auzmoz;No data;65980;True;1
auzmoz;No data;236390;True;0
auzmoz;No data;400250;True;2
auzmoz;No data;296240;True;2
auzmoz;2013;320;True;2
auzmoz;2013;8500;True;2
76561198110293299;2014;265930;True;2
76561198110293299;2015;346110;True;2
76561198110293299;2015;304930;True;2
76561198110293299;2015;236390;True;2
de_triggered;No data;270370;True;0
de_triggered;2015;268650;True;1
de_triggered;2015;224540;True;1
de_triggered;2015;219640;True;0
de_triggered;2015;233450;True;2
de_triggered;2015;440;True;2
de_triggered;2015;4000;True;2
de_triggered;2015;236390;True;1
Azrafael;2013;215530;True;1
Azrafael;No data;379720;True;1
bohgeraltofrivia;2013;259700;True;2
bohgeraltofrivia;2014;261640;True;2
TeH-B-Rad;2014;730;True;1
TeH-B-Rad;2015;440;True;2
BAW_Killer;2014;221100;True;1
BAW_Killer;2015;287700;False;0
BAW_Killer;2015;359550;False;0
BBBirb;2014;4000;True;2
BBBirb;No data;304050;True;1
crispymemesmantheyremyfavourite;2015;230410;True;2
crispymemesmantheyremyfavourite;2015;383980;True;2
crispymemesmantheyremyfavourite;2015;304050;True;2
crispymemesmantheyremyfavourite;2014;212680;True;2
76561198076548816;2015;200210;True;0
76561198076548816;No data;304930;False;0
76561198076548816;2014;226700;True;2
76561198076548816;2014;113020;True;2
76561198076548816;2014;219740;True;2
chillrend;2014;221100;True;2
chillrend;2015;393010;True;2
chillrend;2014;208090;True;2
chillrend;2013;440;True;2
lukeyturley;No data;730;True;2
lukeyturley;No data;247730;False;1
lukeyturley;2014;218230;True;2
BOB_200;2014;8400;True;1
BOB_200;No data;434260;True;2
76561198069458790;No data;730;True;1
76561198069458790;2014;265630;True;1
76561198069458790;2014;440;True;1
76561198047208452;2013;220240;True;2
76561198047208452;No data;34900;True;0
76561198047208452;2014;113200;True;2
generalale;2014;239160;True;1
generalale;2014;220240;True;2
generalale;2013;440;True;2
brendoboy;2013;630;True;2
brendoboy;2014;218620;False;2
brendoboy;2014;208090;False;2
brendoboy;2014;230410;True;1
